alook.browser,10000000000
alook.browser.google,10000000000
com.amazon.cloud9,10000000000
com.android.browser,10000000000
com.android.chrome,10000000000
com.android.htmlviewer,10000000000
com.avast.android.secure.browser,10000000000
com.avg.android.secure.browser,10000000000
com.brave.browser,10000000000
com.brave.browser_beta,10000000000
com.brave.browser_default,10000000000
com.brave.browser_dev,10000000000
com.brave.browser_nightly,10000000000
com.chrome.beta,10000000000
com.chrome.canary,10000000000
com.chrome.dev,10000000000
com.cookiegames.smartcookie,10000000000
com.cookiejarapps.android.smartcookieweb,10000000000
com.ecosia.android,10000000000
com.google.android.apps.chrome,10000000000
com.google.android.apps.chrome_dev,10000000000
com.google.android.captiveportallogin,10000000000
com.iode.firefox,10000000000
com.jamal2367.styx,10000000000
com.kiwibrowser.browser,10000000000
com.kiwibrowser.browser.dev,10000000000
com.microsoft.emmx,10000000000
com.microsoft.emmx.beta,10000000000
com.microsoft.emmx.canary,10000000000
com.microsoft.emmx.dev,10000000000
com.mmbox.browser,10000000000
com.mmbox.xbrowser,10000000000
com.mycompany.app.soulbrowser,10000000000
com.naver.whale,10000000000
com.opera.browser,10000000000
com.opera.browser.beta,10000000000
com.opera.gx,10000000000
com.opera.mini.native,10000000000
com.opera.mini.native.beta,10000000000
com.opera.touch,10000000000
com.qflair.browserq,10000000000
com.qwant.liberty,10000000000
com.sec.android.app.sbrowser,10000000000
com.sec.android.app.sbrowser.beta,10000000000
com.stoutner.privacybrowser.free,10000000000
com.stoutner.privacybrowser.standard,10000000000
com.vivaldi.browser,10000000000
com.vivaldi.browser.snapshot,10000000000
com.vivaldi.browser.sopranos,10000000000
com.yandex.browser,10000000000
com.z28j.feel,10000000000
idm.internet.download.manager,10000000000
idm.internet.download.manager.adm.lite,10000000000
idm.internet.download.manager.plus,10000000000
io.github.forkmaintainers.iceraven,10000000000
mark.via,10000000000
mark.via.gp,10000000000
net.slions.fulguris.full.download,10000000000
net.slions.fulguris.full.download.debug,10000000000
net.slions.fulguris.full.playstore,10000000000
net.slions.fulguris.full.playstore.debug,10000000000
org.adblockplus.browser,10000000000
org.adblockplus.browser.beta,10000000000
org.bromite.bromite,10000000000
org.bromite.chromium,10000000000
org.chromium.chrome,10000000000
org.codeaurora.swe.browser,10000000000
org.gnu.icecat,10000000000
org.mozilla.fenix,10000000000
org.mozilla.fenix.nightly,10000000000
org.mozilla.fennec_aurora,10000000000
org.mozilla.fennec_fdroid,10000000000
org.mozilla.firefox,2015836711
org.mozilla.firefox_beta,2015849447
org.mozilla.reference.browser,10000000000
org.mozilla.rocket,10000000000
org.torproject.torbrowser,10000000000
org.torproject.torbrowser_alpha,10000000000
org.ungoogled.chromium.extensions.stable,10000000000
org.ungoogled.chromium.stable,10000000000
us.spotco.fennec_dos,10000000000
